naam,naam_lang,code,type,land,uic_code,eva_code,lat,lng
Loppersum,Loppersum,LP,STOPTREIN_STATION,NL,8400403,8400403,53.3347145,6.7472625
Heerlen W,Heerlen Woonboulevard,HRLW,STOPTREIN_STATION,NL,8400404,8400087,50.896667,5.952222
Lunteren,Lunteren,LTN,STOPTREIN_STATION,NL,8400405,8400405,52.085277557373,5.62444448471069
Emmen Z,Emmen Zuid,EMNZ,SNELTREIN_STATION,NL,8400407,8400093,52.7488663746914,6.87478065490722
Maarn,Maarn,MRN,KNOOPPUNT_STOPTREIN_STATION,NL,8400417,8400417,52.0641670227051,5.36999988555908
Maarssen,Maarssen,MAS,STOPTREIN_STATION,NL,8400419,8400419,52.1352767944336,5.03361129760742
Maastricht,Maastricht,MT,KNOOPPUNT_INTERCITY_STATION,NL,8400424,8400424,50.8502769470215,5.70555543899536
Randwyck,Maastricht Randwyck,MTR,KNOOPPUNT_STOPTREIN_STATION,NL,8400426,8400426,50.8386116027832,5.71722221374512
Mantgum,Mantgum,MG,STOPTREIN_STATION,NL,8400427,8400427,53.1296368,5.7131996
Mariënberg,Mariënberg,MRB,KNOOPPUNT_SNELTREIN_STATION,NL,8400428,8400428,52.5094451904297,6.57527780532837
Martenshk,Martenshoek,MTH,STOPTREIN_STATION,NL,8400430,8400430,53.1607232,6.7402989
Maarheeze,Maarheeze,MZ,STOPTREIN_STATION,NL,8400432,8400088,51.3037623603504,5.63034296035766
Gezondhprk,Hengelo Gezondheidspark,HGLG,STOPTREIN_STATION,NL,8400433,8400433,52.261667,6.773611
Meerssen,Meerssen,MES,SNELTREIN_STATION,NL,8400434,8400434,50.882879392551,5.75099945068359
Meppel,Meppel,MP,KNOOPPUNT_STOPTREIN_STATION,NL,8400435,8400435,52.6908340454102,6.19750022888184
Middelburg,Middelburg,MDB,STOPTREIN_STATION,NL,8400436,8400436,51.4947204589844,3.61722230911255
Blauwe Zm,Hardinxveld Blauwe Zoom,HBZM,STOPTREIN_STATION,NL,8400438,8400104,51.82944,4.81556
Mook Molen,Mook Molenhoek,MMLH,STOPTREIN_STATION,NL,8400446,8400077,51.766262,5.879133
Maastr. N,Maastricht Noord,MTN,STOPTREIN_STATION,NL,8400449,8400449,50.87087,5.71774
Poort,Almere Poort,AMPO,STOPTREIN_STATION,NL,8400450,8400450,52.342778,5.151944
Lent,Nijmegen Lent,NML,STOPTREIN_STATION,NL,8400451,8400016,51.861811,5.859686
Naarden-Bu,Naarden-Bussum,NDB,KNOOPPUNT_STOPTREIN_STATION,NL,8400452,8400452,52.2802772521973,5.15694427490234
Nw A'dam,Nieuw Amsterdam,NA,SNELTREIN_STATION,NL,8400454,8400454,52.7186126708984,6.84861087799072
Nieuwerkrk,Nieuwerkerk a/d IJssel,NWK,STOPTREIN_STATION,NL,8400455,8400455,51.9652786254883,4.61694431304932
Nweschans,Bad Nieuweschans,NSCH,KNOOPPUNT_STOPTREIN_STATION,NL,8400457,8400457,53.1844,7.19937
Nw Vennep,Nieuw Vennep,NVP,STOPTREIN_STATION,NL,8400460,8400460,52.2588882446289,4.64555549621582
Nunspeet,Nunspeet,NS,STOPTREIN_STATION,NL,8400466,8400466,52.3708343505859,5.78527784347534
Nuth,Nuth,NH,STOPTREIN_STATION,NL,8400467,8400467,50.9194450378418,5.89277791976929
Heyendaal,Nijmegen Heyendaal,NMH,STOPTREIN_STATION,NL,8400468,8400468,51.8269462585449,5.86749982833862
Nijkerk,Nijkerk,NKK,STOPTREIN_STATION,NL,8400469,8400469,52.2222213745117,5.49388885498047
Nijmegen,Nijmegen,NM,KNOOPPUNT_INTERCITY_STATION,NL,8400470,8400470,51.8436126708984,5.85222244262695
Nijverdal,Nijverdal,NVD,STOPTREIN_STATION,NL,8400472,8400472,52.366111,6.462
Dukenburg,Nijmegen Dukenburg,NMD,STOPTREIN_STATION,NL,8400475,8400475,51.8241653442383,5.79555559158325
Goffert,Nijmegen Goffert,NMGO,STOPTREIN_STATION,NL,8400477,8400109,51.8273,5.822722
Obdam,Obdam,OBD,STOPTREIN_STATION,NL,8400480,8400480,52.6780548095703,4.90722227096558
Oisterwijk,Oisterwijk,OT,STOPTREIN_STATION,NL,8400482,8400482,51.5822219848633,5.19416666030884
Oldenzaal,Oldenzaal,ODZ,STOPTREIN_STATION,NL,8400483,8400483,52.3063888549805,6.93472242355347
Olst,Olst,OST,STOPTREIN_STATION,NL,8400486,8400486,52.3347206115723,6.11305570602417
Ommen,Ommen,OMN,KNOOPPUNT_SNELTREIN_STATION,NL,8400487,8400487,52.5094451904297,6.41583347320557
Oosterbeek,Oosterbeek,OTB,STOPTREIN_STATION,NL,8400489,8400489,51.9949989318848,5.84000015258789
Hoevelaken,Hoevelaken,HVL,STOPTREIN_STATION,NL,8400490,8400490,52.16652,5.45718
Opheusden,Opheusden,OP,STOPTREIN_STATION,NL,8400494,8400494,51.9261615,5.6371145
Oss,Oss,O,KNOOPPUNT_INTERCITY_STATION,NL,8400495,8400495,51.7655563354492,5.53222227096558
Oss W,Oss West,OW,STOPTREIN_STATION,NL,8400496,8400496,51.758056640625,5.50555562973022
Baanhoek,Sliedrecht Baanhoek,SDTB,STOPTREIN_STATION,NL,8400497,8400101,51.829722,4.743333
Oudenbosch,Oudenbosch,ODB,STOPTREIN_STATION,NL,8400498,8400498,51.587776184082,4.53333330154419
Weidevenne,Purmerend Weidevenne,PMW,STOPTREIN_STATION,NL,8400499,8400046,52.4965906325416,4.93562936782836
Overveen,Overveen,OVN,STOPTREIN_STATION,NL,8400501,8400501,52.3911094665527,4.6061110496521
Rijswijk,Rijswijk,RSW,STOPTREIN_STATION,NL,8400505,8400505,52.039722442627,4.31916666030884
Overwhere,Purmerend Overwhere,PMO,STOPTREIN_STATION,NL,8400506,8400506,52.5113906860352,4.96833324432373
Alexander,Rotterdam Alexander,RTA,INTERCITY_STATION,NL,8400507,8400507,51.9519462585449,4.55361127853394
Purmerend,Purmerend,PMR,KNOOPPUNT_STOPTREIN_STATION,NL,8400508,8400508,52.5030555725098,4.95361089706421
Putten,Putten,PT,STOPTREIN_STATION,NL,8400509,8400509,52.2649993896484,5.57527780532837
Raalte,Raalte,RAT,STOPTREIN_STATION,NL,8400513,8400513,52.3916664123535,6.27750015258789
Ravenstein,Ravenstein,RVS,STOPTREIN_STATION,NL,8400515,8400515,51.7941665649414,5.63583326339722
Rhenen,Rhenen,RHN,KNOOPPUNT_STOPTREIN_STATION,NL,8400517,8400517,51.958610534668,5.57833337783814
Reuver,Reuver,RV,STOPTREIN_STATION,NL,8400518,8400518,51.2832191665301,6.07895851135253
Rheden,Rheden,RH,STOPTREIN_STATION,NL,8400519,8400519,52.0101,6.0314
de Riet,Almelo de Riet,AMRI,STOPTREIN_STATION,NL,8400520,8400520,52.3419456481934,6.66666650772095
Rilland-Ba,Rilland-Bath,RB,STOPTREIN_STATION,NL,8400521,8400521,51.422779083252,4.16111087799072
Roermond,Roermond,RM,KNOOPPUNT_INTERCITY_STATION,NL,8400523,8400523,51.1930541992188,5.9941668510437
Rosmalen,Rosmalen,RS,STOPTREIN_STATION,NL,8400524,8400524,51.7147216796875,5.36805534362793
Roodeschl,Roodeschool,RD,STOPTREIN_STATION,NL,8400525,8400525,53.421262,6.7587
Roosendaal,Roosendaal,RSD,KNOOPPUNT_INTERCITY_STATION,NL,8400526,8400526,51.5402793884277,4.45833349227905
Blaak,Rotterdam Blaak,RTB,STOPTREIN_STATION,NL,8400529,8400529,51.9202766418457,4.48888874053955
Rotterdam,Rotterdam Centraal,RTD,MEGA_STATION,NL,8400530,8400530,51.9249992370605,4.46888875961304
Rotterdm N,Rotterdam Noord,RTN,STOPTREIN_STATION,NL,8400531,8400531,51.9422225952148,4.48166656494141
Rotterdm Z,Rotterdam Zuid,RTZ,STOPTREIN_STATION,NL,8400533,8400533,51.9044456481934,4.51027774810791
R'dam Sta,Rotterdam Stadion,RTST,FACULTATIEF_STATION,NL,8400534,8400015,51.8938903808594,4.51972198486328
Ruurlo,Ruurlo,RL,STOPTREIN_STATION,NL,8400537,8400537,52.0810888,6.4492656
Rijssen,Rijssen,RSN,STOPTREIN_STATION,NL,8400538,8400538,52.3122215270996,6.52027797698975
Lombardije,Rotterdam Lombardijen,RLB,STOPTREIN_STATION,NL,8400542,8400542,51.8800010681152,4.53138875961304
Santprt N,Santpoort Noord,SPTN,STOPTREIN_STATION,NL,8400543,8400543,52.4338874816895,4.63250017166138
Santprt Z,Santpoort Zuid,SPTZ,STOPTREIN_STATION,NL,8400544,8400544,52.4197235107422,4.63138866424561
Sappemr O,Sappemeer Oost,SPM,STOPTREIN_STATION,NL,8400545,8400545,53.1589183,6.7955648
Sauwerd,Sauwerd,SWD,STOPTREIN_STATION,NL,8400547,8400547,53.29113,6.5404
Landgraaf,Landgraaf,LG,KNOOPPUNT_STOPTREIN_STATION,NL,8400548,8400548,50.8963890075684,6.01916646957398
Schagen,Schagen,SGN,STOPTREIN_STATION,NL,8400549,8400549,52.7844429016113,4.80527782440186
Scheemda,Scheemda,SDA,STOPTREIN_STATION,NL,8400551,8400551,53.1655362,6.9777775
Schiedam C,Schiedam Centrum,SDM,STOPTREIN_STATION,NL,8400553,8400553,51.9212438128032,4.4089937210083
Schinnen,Schinnen,SN,STOPTREIN_STATION,NL,8400554,8400554,50.9391670227051,5.87444448471069
Schin op G,Schin op Geul,SOG,STOPTREIN_STATION,NL,8400555,8400555,50.856388092041,5.87222242355347
Schiphol,Schiphol Airport,SHL,MEGA_STATION,NL,8400561,8400561,52.3094444274902,4.76194429397583
Sittard,Sittard,STD,KNOOPPUNT_INTERCITY_STATION,NL,8400564,8400564,51.0016670227051,5.85861110687256
Sliedrecht,Sliedrecht,SDT,STOPTREIN_STATION,NL,8400565,8400565,51.8297233581543,4.77833318710327
Sneek,Sneek,SK,KNOOPPUNT_STOPTREIN_STATION,NL,8400566,8400566,53.0328688,5.6523969
Soest,Soest,ST,KNOOPPUNT_STOPTREIN_STATION,NL,8400567,8400567,52.1733322143555,5.30999994277954
Soestdijk,Soestdijk,SD,STOPTREIN_STATION,NL,8400569,8400569,52.1836128234863,5.30000019073486
Sportpark,Hilversum Sportpark,HVSP,STOPTREIN_STATION,NL,8400570,8400570,52.2161102294922,5.18722200393677
Soest Z,Soest Zuid,STZ,STOPTREIN_STATION,NL,8400571,8400571,52.1652793884277,5.30305576324463
Spaubeek,Spaubeek,SBK,STOPTREIN_STATION,NL,8400572,8400572,50.94327,5.850529
Sneek N,Sneek Noord,SKND,STOPTREIN_STATION,NL,8400574,8400574,53.0409319,5.6631808
Stavoren,Stavoren,STV,STOPTREIN_STATION,NL,8400575,8400575,52.8865535,5.3600212
Stedum,Stedum,STM,STOPTREIN_STATION,NL,8400576,8400576,53.3262092,6.6875551
Steenwijk,Steenwijk,SWK,INTERCITY_STATION,NL,8400578,8400578,52.7915109924316,6.11455576324463
Susteren,Susteren,SRN,STOPTREIN_STATION,NL,8400582,8400582,51.0613899230957,5.86305570602417
Swalmen,Swalmen,SM,STOPTREIN_STATION,NL,8400583,8400583,51.23582,6.03228
Tegelen,Tegelen,TG,STOPTREIN_STATION,NL,8400591,8400591,51.33894,6.14253
Terborg,Terborg,TBG,STOPTREIN_STATION,NL,8400592,8400592,51.9224549,6.3642466
Tilburg Un,Tilburg Universiteit,TBU,STOPTREIN_STATION,NL,8400594,8400594,51.564998626709,5.05111122131348
Tiel,Tiel,TL,KNOOPPUNT_STOPTREIN_STATION,NL,8400596,8400596,51.8894462585449,5.42222213745117
Tilburg,Tilburg,TB,KNOOPPUNT_INTERCITY_STATION,NL,8400597,8400597,51.5605545043945,5.08361101150513
Reeshof,Tilburg Reeshof,TBR,STOPTREIN_STATION,NL,8400598,8400021,51.5736122131348,4.99444437026978
Twello,Twello,TWL,STOPTREIN_STATION,NL,8400599,8400037,52.2377777099609,6.09861087799072
Passewaaij,Tiel Passewaaij,TPSW,STOPTREIN_STATION,NL,8400600,8400036,51.8738899230957,5.39222240447998
Sassenheim,Sassenheim,SSH,STOPTREIN_STATION,NL,8400603,8400102,52.215278,4.517222
VaartscheR,Utrecht Vaartsche Rijn,UTVR,KNOOPPUNT_STOPTREIN_STATION,NL,8400606,8400606,52.078889,5.121667
LeidscheRn,Utrecht Leidsche Rijn,UTLR,STOPTREIN_STATION,NL,8400607,8400607,52.09896,5.06523
Zuilen,Utrecht Zuilen,UTZL,STOPTREIN_STATION,NL,8400613,8400039,52.103055,5.09
Terwijde,Utrecht Terwijde,UTT,STOPTREIN_STATION,NL,8400614,8400022,52.1000753,5.0439547
Uitgeest,Uitgeest,UTG,KNOOPPUNT_STOPTREIN_STATION,NL,8400615,8400615,52.5216674804687,4.70166683197022
Uithuizen,Uithuizen,UHZ,STOPTREIN_STATION,NL,8400617,8400617,53.4099568,6.6748869
Uithuizerm,Uithuizermeeden,UHM,STOPTREIN_STATION,NL,8400618,8400618,53.4145845,6.7202975
Usquert,Usquert,UST,STOPTREIN_STATION,NL,8400619,8400619,53.4014742,6.6093776
Overvecht,Utrecht Overvecht,UTO,KNOOPPUNT_STOPTREIN_STATION,NL,8400620,8400620,52.1100006103516,5.12472200393677
Utrecht C,Utrecht Centraal,UT,MEGA_STATION,NL,8400621,8400621,52.0888900756836,5.11027765274048
Lunetten,Utrecht Lunetten,UTLN,STOPTREIN_STATION,NL,8400623,8400623,52.0655555725098,5.14416646957397
Maliebaan,Utrecht Maliebaan,UTM,STOPTREIN_STATION,NL,8400624,8400027,52.087776184082,5.13138866424561
Veenendl C,Veenendaal Centrum,VNDC,KNOOPPUNT_STOPTREIN_STATION,NL,8400627,8400627,52.0200004577637,5.54861116409302
Veenendl W,Veenendaal West,VNDW,STOPTREIN_STATION,NL,8400628,8400628,52.0280570983887,5.53138875961304
Valkenburg,Valkenburg,VK,KNOOPPUNT_SNELTREIN_STATION,NL,8400632,8400632,50.8697204589844,5.83222198486328
Varsseveld,Varsseveld,VSV,STOPTREIN_STATION,NL,8400635,8400635,51.937257,6.458839
Veendam,Veendam,VDM,KNOOPPUNT_STOPTREIN_STATION,NL,8400636,8400095,53.10324,6.88475
De Klomp,Veenendaal-De Klomp,KLP,STOPTREIN_STATION,NL,8400637,8400637,52.0458335876465,5.57388877868652
Feanwâlden,Feanwâlden,FWD,STOPTREIN_STATION,NL,8400638,8400638,53.2351834,5.9886615
Velp,Velp,VP,STOPTREIN_STATION,NL,8400640,8400640,51.9947204589844,5.98027801513672
Venlo,Venlo,VL,KNOOPPUNT_INTERCITY_STATION,NL,8400644,8400644,51.3636093139648,6.17277765274048
Venray,Venray,VRY,KNOOPPUNT_STOPTREIN_STATION,NL,8400646,8400646,51.526568099007,6.01417779922485
Vierlingsb,Vierlingsbeek,VLB,STOPTREIN_STATION,NL,8400647,8400647,51.59193,5.99714
Vleuten,Vleuten,VTN,STOPTREIN_STATION,NL,8400651,8400651,52.103056,5.007404
Vlissingen,Vlissingen,VS,KNOOPPUNT_INTERCITY_STATION,NL,8400652,8400652,51.4458351135254,3.59527778625488
Souburg,Vlissingen Souburg,VSS,STOPTREIN_STATION,NL,8400653,8400653,51.4647216796875,3.59527778625488
Voorhout,Voorhout,VH,STOPTREIN_STATION,NL,8400655,8400655,52.2244453430176,4.4844446182251
Voerendaal,Voerendaal,VDL,STOPTREIN_STATION,NL,8400656,8400656,50.8872222900391,5.93027782440186
Voorburg,Voorburg,VB,STOPTREIN_STATION,NL,8400658,8400658,52.0666656494141,4.3594446182251
Voorschtn,Voorschoten,VST,STOPTREIN_STATION,NL,8400659,8400659,52.1252784729004,4.43249988555908
Vorden,Vorden,VD,STOPTREIN_STATION,NL,8400661,8400661,52.1071949,6.3170457
Vriezenvn,Vriezenveen,VZ,STOPTREIN_STATION,NL,8400664,8400664,52.40203,6.60041
Vroomshoop,Vroomshoop,VHP,STOPTREIN_STATION,NL,8400666,8400666,52.4571921,6.5696679
Vught,Vught,VG,STOPTREIN_STATION,NL,8400667,8400667,51.6555557250977,5.29194450378418
Voorst-E,Voorst-Empe,VEM,STOPTREIN_STATION,NL,8400668,8400038,52.1575012207031,6.14361095428467
Waddinxv N,Waddinxveen Noord,WADN,STOPTREIN_STATION,NL,8400674,8400674,52.0550003051758,4.64833354949951
Waddinxvn,Waddinxveen,WAD,STOPTREIN_STATION,NL,8400675,8400675,52.0441665649414,4.6497220993042
Triangel,Waddinxveen Triangel,WADT,STOPTREIN_STATION,NL,8400677,8400677,52.02725,4.6491
Warffum,Warffum,WFM,STOPTREIN_STATION,NL,8400679,8400679,53.3908431,6.5671364
Weert,Weert,WT,INTERCITY_STATION,NL,8400684,8400684,51.2486114501953,5.70361089706421
Weesp,Weesp,WP,KNOOPPUNT_STOPTREIN_STATION,NL,8400685,8400685,52.3127784729004,5.04305553436279
Wehl,Wehl,WL,STOPTREIN_STATION,NL,8400686,8400686,51.9578065,6.213844
Westervrt,Westervoort,WTV,STOPTREIN_STATION,NL,8400688,8400103,51.96286,5.9695
Wezep,Wezep,WZ,STOPTREIN_STATION,NL,8400690,8400690,52.4541664123535,6.00250005722046
Wierden,Wierden,WDN,KNOOPPUNT_STOPTREIN_STATION,NL,8400691,8400691,52.3613891601562,6.59166669845581
Winschoten,Winschoten,WS,KNOOPPUNT_STOPTREIN_STATION,NL,8400696,8400696,53.1392377,7.035101
Winsum,Winsum,WSM,STOPTREIN_STATION,NL,8400697,8400697,53.3300994,6.5202905
Winterswk,Winterswijk,WW,KNOOPPUNT_STOPTREIN_STATION,NL,8400698,8400698,51.9677307,6.7155181
Wintersw W,Winterswijk West,WWW,STOPTREIN_STATION,NL,8400700,8400013,51.97453,6.70417
Woerden,Woerden,WD,KNOOPPUNT_STOPTREIN_STATION,NL,8400702,8400702,52.0849990844727,4.89361095428467
Wolfheze,Wolfheze,WF,STOPTREIN_STATION,NL,8400704,8400704,52.0055541992188,5.7936110496521
Wolvega,Wolvega,WV,STOPTREIN_STATION,NL,8400705,8400705,52.8808326721191,6.00361108779907
Workum,Workum,WK,STOPTREIN_STATION,NL,8400706,8400706,52.9724864,5.4564285
Wormerveer,Wormerveer,WM,STOPTREIN_STATION,NL,8400707,8400707,52.4891662597656,4.79222202301025
Wijchen,Wijchen,WC,STOPTREIN_STATION,NL,8400710,8400710,51.8116683959961,5.73083353042603
Wijhe,Wijhe,WH,STOPTREIN_STATION,NL,8400711,8400711,52.3902778625488,6.1405553817749
IJlst,IJlst,IJT,STOPTREIN_STATION,NL,8400722,8400722,53.0146614,5.6160801
Kogerveld,Zaandam Kogerveld,ZDK,STOPTREIN_STATION,NL,8400728,8400728,52.4566650390625,4.82027769088745
Zaandam,Zaandam,ZD,KNOOPPUNT_INTERCITY_STATION,NL,8400731,8400731,52.4388885498047,4.81361103057861
Zaltbommel,Zaltbommel,ZBM,STOPTREIN_STATION,NL,8400732,8400732,51.8088874816895,5.26333332061768
Zandvoort,Zandvoort aan Zee,ZVT,STOPTREIN_STATION,NL,8400733,8400733,52.3752784729004,4.53277778625488
Zetten-And,Zetten-Andelst,ZA,STOPTREIN_STATION,NL,8400734,8400734,51.920056,5.7228408
Zevenaar,Zevenaar,ZV,KNOOPPUNT_STOPTREIN_STATION,NL,8400735,8400735,51.9230537414551,6.07194423675537
Zevenbergn,Zevenbergen,ZVB,STOPTREIN_STATION,NL,8400737,8400737,51.64042,4.60904
Zoetermr O,Zoetermeer Oost,ZTMO,STOPTREIN_STATION,NL,8400740,8400740,52.0463905334473,4.49277782440186
Zoetermeer,Zoetermeer,ZTM,KNOOPPUNT_STOPTREIN_STATION,NL,8400741,8400741,52.0475006103516,4.47722244262695
Zuidbroek,Zuidbroek,ZB,KNOOPPUNT_STOPTREIN_STATION,NL,8400742,8400742,53.1596122800056,6.8679141998291
Zuidhorn,Zuidhorn,ZH,STOPTREIN_STATION,NL,8400743,8400743,53.2486292,6.4062361
Zutphen,Zutphen,ZP,KNOOPPUNT_INTERCITY_STATION,NL,8400744,8400744,52.1452789306641,6.19416666030884
Westereen,De Westereen,DWE,STOPTREIN_STATION,NL,8400745,8400745,53.24817,6.03463
Zwolle,Zwolle,ZL,KNOOPPUNT_INTERCITY_STATION,NL,8400747,8400747,52.5047225952148,6.09194421768188
Zwijndrcht,Zwijndrecht,ZWD,STOPTREIN_STATION,NL,8400752,8400752,51.814998626709,4.64166688919067
Basel SBB,Basel SBB,BASELS,MEGA_STATION,CH,8500010,8500010,47.5474,7.58956
Zürich HB,Zürich HB,ZUE,INTERCITY_STATION,CH,8503000,8503000,47.37819,8.5392
Baden (CH),Baden (CH),BADENZ,STOPTREIN_STATION,CH,8503504,8503504,47.47638,8.30772
Lille E.,Lille Europe,LILLEE,INTERCITY_STATION,F,8722326,8704949,50.639444,3.074722
Paris-Nord,Paris-Nord,PARIS,MEGA_STATION,F,8727100,8700014,48.87977,2.35575
Airport dG,Airport Charles de Gaulle,ACDG,KNOOPPUNT_INTERCITY_STATION,F,8727149,8704997,49.004048,2.571133
Avignon,Avignon TGV,AVTGV,MEGA_STATION,F,8731896,8704918,43.92194,4.78604
Aix-en-Pro,Aix-en-Provence TGV,AIXTGV,INTERCITY_STATION,F,8731901,8704980,43.5228190773429,5.44531345367431
Marne-la-V,Marne-la-Vallée-Chessy,MARNE,STOPTREIN_STATION,F,8738264,8704948,48.86826,2.78218
Chambéry,Chambéry,CHAMB,INTERCITY_STATION,F,8774100,8700055,45.57127,5.91953
Albertv.,Albertville,ALBERT,INTERCITY_STATION,F,8774164,8700128,45.67302,6.38306
Moutiers-S,Moutiers-Salins-Brides,MOUT,STOPTREIN_STATION,F,8774172,8700129,45.48664,6.53105
Aime-la-Pl,Aime-la-Plagne,AIME,INTERCITY_STATION,F,8774176,8700431,45.55438,6.64869
Landry,Landry,LANDRY,INTERCITY_STATION,F,8774177,8700444,45.57414,6.73378
Bourg-StM,Bourg-St-Maurice,BOURG,INTERCITY_STATION,F,8774179,8700130,45.61918,6.77167
Marseille,Marseille-St-Charles,MARS,INTERCITY_STATION,F,8775100,8700074,43.30381,5.38195
ValenceTGV,Valence TGV,VALTGV,STOPTREIN_STATION,F,8776302,8704943,44.9278,4.89321
Brussel-N,Brussel-Noord,BRUSN,KNOOPPUNT_STOPTREIN_STATION,B,8812005,8800002,50.8605262,4.3617873
Brussel-C,Brussel-Centraal,BRUSC,INTERCITY_STATION,B,8813003,8800003,50.8454658,4.3571135
Brussel-Z,Brussel-Zuid/Midi,BRUSZ,MEGA_STATION,B,8814001,8800004,50.8350108,4.3345957
Brus Airpt,Brussels Airport-Zaventem,FBNL,MEGA_STATION,B,8819406,8800043,50.896389,4.481943
Antwerpen,Antwerpen-Centraal,ATW,MEGA_STATION,B,8821006,8800007,51.2161,4.42122
Antw-Bal,Antwerpen-Luchtbal,ATWLB,STOPTREIN_STATION,B,8821063,8800187,51.2449375,4.4251543
Ekeren,Ekeren,LKR,STOPTREIN_STATION,B,8821071,8800189,51.2816099,4.4341227
Antw-dok,Antwerpen-Noorderdokken,ANDD,STOPTREIN_STATION,B,8821089,8800188,51.261686,4.4274315
N.kempen,Noorderkempen,NDKP,STOPTREIN_STATION,B,8821105,8821105,51.3573,4.63273
Antw-Berch,Antwerpen-Berchem,BERCH,KNOOPPUNT_STOPTREIN_STATION,B,8821121,8800008,51.2001783,4.4327702
Antw-Zuid,Antwerpen-Zuid,FNZD,STOPTREIN_STATION,B,8821196,8800310,51.19785,4.39027
Essen (B),Essen (B),ESN,STOPTREIN_STATION,B,8821402,8800009,51.46261,4.45129
Wildert,Wildert,GWD,STOPTREIN_STATION,B,8821436,8800193,51.4277061,4.4633962
Kalmthout,Kalmthout,FKTH,STOPTREIN_STATION,B,8821444,8800183,51.3909989,4.4668202
Kijkuit,Kijkuit,GKT,STOPTREIN_STATION,B,8821451,8800192,51.37867,4.46722
Heide (B),Heide (B),MID,STOPTREIN_STATION,B,8821519,8800062,51.364828,4.4604308
Kapellen,Kapellen,LKP,STOPTREIN_STATION,B,8821535,8800072,51.31362,4.43262
St-Mariab,Sint-Mariaburg,MARIA,STOPTREIN_STATION,B,8821543,8800190,51.29126,4.43495
Mechelen,Mechelen,MECH,INTERCITY_STATION,B,8822004,8800010,51.01786,4.48306
Puurs,Puurs,FRP,STOPTREIN_STATION,B,8822715,8800316,51.07716,4.28273
Boom,Boom,FMB,STOPTREIN_STATION,B,8822814,8800315,51.09063,4.36057
Ruisbr-S,Ruisbroek-Sauvegarde,FSV,STOPTREIN_STATION,B,8822848,8800099,51.08115,4.32551
Hoboken-P,Hoboken-Polder,FOE,STOPTREIN_STATION,B,8824158,8800311,51.18285,4.34831
Hemiksem,Hemiksem,LKM,STOPTREIN_STATION,B,8824224,8800313,51.13624,4.33828
Schelle,Schelle,SCHLL,STOPTREIN_STATION,B,8824232,8824232,51.12555,4.34023
Niel,Niel,LNI,STOPTREIN_STATION,B,8824240,8800314,51.11154,4.33845
Hasselt,Hasselt,FHS,STOPTREIN_STATION,B,8831005,8800114,50.930555,5.3275
Diepenbeek,Diepenbeek,GDP,STOPTREIN_STATION,B,8831112,8800240,50.910278,5.419722
Bilzen,Bilzen,FIE,STOPTREIN_STATION,B,8831138,8800038,50.868333,5.509167
Tongeren,Tongeren,FTG,STOPTREIN_STATION,B,8831310,8800086,50.784167,5.473056
Leuven,Leuven,LEUVEN,INTERCITY_STATION,B,8833001,8800011,50.88136,4.71568
Liège-G.,Liège-Guillemins,LUIK,KNOOPPUNT_INTERCITY_STATION,B,8841004,8800012,50.62436,5.56648
Liège-P.,Liège-Palais,LUIKP,STOPTREIN_STATION,B,8841525,8800586,50.64648,5.57072
Liège-J.,Liège-Jonfosse,LUIKJ,STOPTREIN_STATION,B,8841558,8800235,50.64051,5.56197
Herstal,Herstal,LHS,STOPTREIN_STATION,B,8841608,8800236,50.66076,5.62231
Milmort,Milmort,BLTM,STOPTREIN_STATION,B,8841665,8800237,50.69301,5.59983
Liers,Liers,LSL,STOPTREIN_STATION,B,8841673,8800238,50.69822,5.56848
Glons,Glons,LGL,STOPTREIN_STATION,B,8841731,8800239,50.750277,5.535278
Bressoux,Bressoux,BRESSX,STOPTREIN_STATION,B,8843901,8800107,50.643829,5.6112542
Visé,Visé,FVS,KNOOPPUNT_STOPTREIN_STATION,B,8846201,8800172,50.73781,5.69232
Lokeren,Lokeren,FLK,STOPTREIN_STATION,B,8894201,8800127,51.107222,3.985833
Sinaai,Sinaai,LSW,STOPTREIN_STATION,B,8894425,8800333,51.143333,4.068889
Belsele,Belsele,LLB,STOPTREIN_STATION,B,8894433,8800355,51.150833,4.088332
Sint-Nikla,Sint-Niklaas,FSN,STOPTREIN_STATION,B,8894508,8800143,51.171944,4.144167
Nieuwkerke,Nieuwkerken-Waas,FNU,STOPTREIN_STATION,B,8894714,8800334,51.185556,4.185832
Beveren,Beveren,FBR,STOPTREIN_STATION,B,8894748,8800037,51.208056,4.259444
Melsele,Melsele,LM,STOPTREIN_STATION,B,8894755,8800356,51.210556,4.286667
Zwijndrech,Zwijndrecht (B),LZD,STOPTREIN_STATION,B,8894821,8800336,51.214167,4.33
