from_eva,to_eva,traveltime,naam_from,naam_to
8400128,8400517,125,Boxmeer,Rhenen
8400129,8400517,103,Boxtel,Rhenen
8400131,8400517,129,Breda,Rhenen
8400133,8400517,54,Breukelen,Rhenen
8400139,8400517,199,Buitenpost,Rhenen
8400151,8400517,120,Castricum,Rhenen
8400153,8400517,154,Coevorden,Rhenen
8400167,8400517,125,Dalfsen,Rhenen
8400170,8400517,101,Delft,Rhenen
8400173,8400517,107,Deventer,Rhenen
8400176,8400517,106,Dieren,Rhenen
8400177,8400517,118,Doetinchem,Rhenen
8400179,8400517,68,Den Dolder,Rhenen
8400180,8400517,116,Dordrecht,Rhenen
8400182,8400517,28,Driebergen-Zeist,Rhenen
8400194,8400517,72,Duivendrecht,Rhenen
8400200,8400517,69,Ede-Wageningen,Rhenen
8400206,8400517,98,Eindhoven,Rhenen
8400207,8400517,101,Elst,Rhenen
8400208,8400517,170,Emmen,Rhenen
8400212,8400517,169,Enschede,Rhenen
8400218,8400517,149,Etten-Leur,Rhenen
8400244,8400517,72,Geldermalsen,Rhenen
8400245,8400517,117,Geldrop,Rhenen
8400256,8400517,116,Gorinchem,Rhenen
8400258,8400517,66,Gouda,Rhenen
8400263,8400517,167,Groningen,Rhenen
8400280,8400517,92,Den Haag HS,Rhenen
8400282,8400517,85,Den Haag Centraal,Rhenen
8400285,8400517,100,Haarlem,Rhenen
8400293,8400517,146,Hardenberg,Rhenen
8400294,8400517,105,Harderwijk,Rhenen
8400302,8400517,107,Heemstede-Aerdenhout,Rhenen
8400305,8400517,153,Heerenveen,Rhenen
8400306,8400517,124,Heerhugowaard,Rhenen
8400307,8400517,166,Heerlen,Rhenen
8400311,8400517,151,Den Helder,Rhenen
8400313,8400517,124,Helmond,Rhenen
8400316,8400517,152,Hengelo,Rhenen
8400319,8400517,77,'s-Hertogenbosch,Rhenen
8400322,8400517,66,Hilversum,Rhenen
8400331,8400517,195,Hoogezand-Sappemeer,Rhenen
8400337,8400517,115,Hoorn,Rhenen
8400340,8400517,56,Houten,Rhenen
8400355,8400517,207,Kerkrade Centrum,Rhenen
8400364,8400517,107,Zaandijk Zaanse Schans,Rhenen
8400380,8400517,101,Den Haag Laan v NOI,Rhenen
8400382,8400517,135,Lage Zwaluwe,Rhenen
8400387,8400517,169,Leeuwarden,Rhenen
8400390,8400517,94,Leiden Centraal,Rhenen
8400394,8400517,112,Lelystad Centrum,Rhenen
8400417,8400517,22,Maarn,Rhenen
8400424,8400517,174,Maastricht,Rhenen
8400426,8400517,180,Maastricht Randwyck,Rhenen
8400428,8400517,139,Mariënberg,Rhenen
8400434,8400517,190,Meerssen,Rhenen
8400435,8400517,129,Meppel,Rhenen
8400452,8400517,75,Naarden-Bussum,Rhenen
8400454,8400517,162,Nieuw Amsterdam,Rhenen
8400457,8400517,227,Bad Nieuweschans,Rhenen
8400470,8400517,97,Nijmegen,Rhenen
8400487,8400517,132,Ommen,Rhenen
8400495,8400517,100,Oss,Rhenen
8400507,8400517,82,Rotterdam Alexander,Rhenen
8400508,8400517,112,Purmerend,Rhenen
8400523,8400517,134,Roermond,Rhenen
8400526,8400517,153,Roosendaal,Rhenen
8400530,8400517,90,Rotterdam Centraal,Rhenen
8400548,8400517,178,Landgraaf,Rhenen
8400561,8400517,77,Schiphol Airport,Rhenen
8400564,8400517,150,Sittard,Rhenen
8400566,8400517,199,Sneek,Rhenen
8400567,8400517,93,Soest,Rhenen
8400578,8400517,139,Steenwijk,Rhenen
8400596,8400517,89,Tiel,Rhenen
8400597,8400517,112,Tilburg,Rhenen
8400606,8400517,37,Utrecht Vaartsche Rijn,Rhenen
8400615,8400517,122,Uitgeest,Rhenen
8400620,8400517,51,Utrecht Overvecht,Rhenen
8400621,8400517,39,Utrecht Centraal,Rhenen
8400627,8400517,6,Veenendaal Centrum,Rhenen
8400632,8400517,184,Valkenburg,Rhenen
8400644,8400517,152,Venlo,Rhenen
8400646,8400517,140,Venray,Rhenen
8400652,8400517,204,Vlissingen,Rhenen
8400684,8400517,120,Weert,Rhenen
8400685,8400517,82,Weesp,Rhenen
8400691,8400517,148,Wierden,Rhenen
8400696,8400517,213,Winschoten,Rhenen
8400698,8400517,165,Winterswijk,Rhenen
8400702,8400517,61,Woerden,Rhenen
8400731,8400517,99,Zaandam,Rhenen
8400735,8400517,99,Zevenaar,Rhenen
8400741,8400517,85,Zoetermeer,Rhenen
8400742,8400517,202,Zuidbroek,Rhenen
8400744,8400517,117,Zutphen,Rhenen
8400747,8400517,105,Zwolle,Rhenen
8400050,8400523,151,Alkmaar,Roermond
8400051,8400523,172,Almelo,Roermond
8400053,8400523,122,Alphen a/d Rijn,Roermond
8400055,8400523,108,Amersfoort,Roermond
8400057,8400523,105,Amsterdam Amstel,Roermond
8400058,8400523,113,Amsterdam Centraal,Roermond
8400059,8400523,123,Amsterdam Sloterdijk,Roermond
8400061,8400523,120,Amsterdam Zuid,Roermond
8400066,8400523,134,Apeldoorn,Roermond
8400071,8400523,95,Arnhem Centraal,Roermond
8400073,8400523,203,Assen,Roermond
8400074,8400523,108,Amsterdam Bijlmer ArenA,Roermond
8400080,8400523,137,Almere Centrum,Roermond
8400086,8400523,121,Baarn,Roermond
8400093,8400523,219,Emmen Zuid,Roermond
8400095,8400523,277,Veendam,Roermond
8400113,8400523,154,Beverwijk,Roermond
8400128,8400523,54,Boxmeer,Roermond
8400129,8400523,51,Boxtel,Roermond
8400131,8400523,79,Breda,Roermond
8400133,8400523,102,Breukelen,Roermond
8400139,8400523,252,Buitenpost,Roermond
8400151,8400523,143,Castricum,Roermond
8400153,8400523,207,Coevorden,Roermond
8400167,8400523,178,Dalfsen,Roermond
8400170,8400523,117,Delft,Roermond
8400173,8400523,144,Deventer,Roermond
8400176,8400523,120,Dieren,Roermond
8400177,8400523,138,Doetinchem,Roermond
8400179,8400523,108,Den Dolder,Roermond
8400180,8400523,115,Dordrecht,Roermond
8400182,8400523,106,Driebergen-Zeist,Roermond
8400194,8400523,125,Duivendrecht,Roermond
8400200,8400523,112,Ede-Wageningen,Roermond
8400206,8400523,30,Eindhoven,Roermond
8400207,8400523,95,Elst,Roermond
8400208,8400523,223,Emmen,Roermond
8400212,8400523,184,Enschede,Roermond
8400218,8400523,112,Etten-Leur,Roermond
8400244,8400523,72,Geldermalsen,Roermond
8400245,8400523,37,Geldrop,Roermond
8400256,8400523,120,Gorinchem,Roermond
8400258,8400523,109,Gouda,Roermond
8400263,8400523,220,Groningen,Roermond
8400280,8400523,125,Den Haag HS,Roermond
8400282,8400523,131,Den Haag Centraal,Roermond
8400285,8400523,134,Haarlem,Roermond
8400293,8400523,199,Hardenberg,Roermond
8400294,8400523,158,Harderwijk,Roermond
8400302,8400523,141,Heemstede-Aerdenhout,Roermond
8400305,8400523,206,Heerenveen,Roermond
8400306,8400523,162,Heerhugowaard,Roermond
8400307,8400523,30,Heerlen,Roermond
8400311,8400523,192,Den Helder,Roermond
8400313,8400523,55,Helmond,Roermond
8400316,8400523,173,Hengelo,Roermond
8400319,8400523,51,'s-Hertogenbosch,Roermond
8400322,8400523,110,Hilversum,Roermond
8400331,8400523,248,Hoogezand-Sappemeer,Roermond
8400337,8400523,149,Hoorn,Roermond
8400340,8400523,88,Houten,Roermond
8400355,8400523,53,Kerkrade Centrum,Roermond
8400364,8400523,141,Zaandijk Zaanse Schans,Roermond
8400380,8400523,139,Den Haag Laan v NOI,Roermond
8400382,8400523,109,Lage Zwaluwe,Roermond
8400387,8400523,222,Leeuwarden,Roermond
8400390,8400523,137,Leiden Centraal,Roermond
8400394,8400523,165,Lelystad Centrum,Roermond
8400417,8400523,117,Maarn,Roermond
8400424,8400523,30,Maastricht,Roermond
8400426,8400523,44,Maastricht Randwyck,Roermond
8400428,8400523,192,Mariënberg,Roermond
8400434,8400523,45,Meerssen,Roermond
8400435,8400523,182,Meppel,Roermond
8400452,8400523,117,Naarden-Bussum,Roermond
8400454,8400523,215,Nieuw Amsterdam,Roermond
8400457,8400523,280,Bad Nieuweschans,Roermond
8400470,8400523,77,Nijmegen,Roermond
8400487,8400523,185,Ommen,Roermond
8400495,8400523,65,Oss,Roermond
8400507,8400523,120,Rotterdam Alexander,Roermond
8400508,8400523,165,Purmerend,Roermond
8400517,8400523,137,Rhenen,Roermond
8400526,8400523,121,Roosendaal,Roermond
8400530,8400523,104,Rotterdam Centraal,Roermond
8400548,8400523,42,Landgraaf,Roermond
8400561,8400523,129,Schiphol Airport,Roermond
8400564,8400523,14,Sittard,Roermond
8400566,8400523,252,Sneek,Roermond
8400567,8400523,116,Soest,Roermond
8400578,8400523,192,Steenwijk,Roermond
8400596,8400523,93,Tiel,Roermond
8400597,8400523,64,Tilburg,Roermond
8400606,8400523,93,Utrecht Vaartsche Rijn,Roermond
8400615,8400523,156,Uitgeest,Roermond
8400620,8400523,98,Utrecht Overvecht,Roermond
8400621,8400523,81,Utrecht Centraal,Roermond
8400627,8400523,129,Veenendaal Centrum,Roermond
8400632,8400523,48,Valkenburg,Roermond
8400644,8400523,22,Venlo,Roermond
8400646,8400523,40,Venray,Roermond
8400652,8400523,186,Vlissingen,Roermond
8400684,8400523,13,Weert,Roermond
8400685,8400523,130,Weesp,Roermond
8400691,8400523,180,Wierden,Roermond
8400696,8400523,266,Winschoten,Roermond
8400698,8400523,169,Winterswijk,Roermond
8400702,8400523,104,Woerden,Roermond
8400731,8400523,129,Zaandam,Roermond
8400735,8400523,113,Zevenaar,Roermond
8400741,8400523,134,Zoetermeer,Roermond
8400742,8400523,255,Zuidbroek,Roermond
8400744,8400523,131,Zutphen,Roermond
8400747,8400523,158,Zwolle,Roermond
8400050,8400526,123,Alkmaar,Roosendaal
8400051,8400526,174,Almelo,Roosendaal
8400053,8400526,96,Alphen a/d Rijn,Roosendaal
8400055,8400526,110,Amersfoort,Roosendaal
8400057,8400526,100,Amsterdam Amstel,Roosendaal
8400058,8400526,82,Amsterdam Centraal,Roosendaal
8400059,8400526,82,Amsterdam Sloterdijk,Roosendaal
8400061,8400526,79,Amsterdam Zuid,Roosendaal
8400066,8400526,136,Apeldoorn,Roosendaal
8400071,8400526,100,Arnhem Centraal,Roosendaal
8400073,8400526,205,Assen,Roosendaal
8400074,8400526,92,Amsterdam Bijlmer ArenA,Roosendaal
8400080,8400526,108,Almere Centrum,Roosendaal
8400086,8400526,115,Baarn,Roosendaal
8400093,8400526,221,Emmen Zuid,Roosendaal
8400095,8400526,279,Veendam,Roosendaal
8400113,8400526,126,Beverwijk,Roosendaal
8400128,8400526,123,Boxmeer,Roosendaal
8400129,8400526,54,Boxtel,Roosendaal
8400131,8400526,18,Breda,Roosendaal
8400133,8400526,96,Breukelen,Roosendaal
8400139,8400526,254,Buitenpost,Roosendaal
8400151,8400526,115,Castricum,Roosendaal
8400153,8400526,209,Coevorden,Roosendaal
8400167,8400526,180,Dalfsen,Roosendaal
8400170,8400526,55,Delft,Roosendaal
8400173,8400526,138,Deventer,Roosendaal
8400176,8400526,114,Dieren,Roosendaal
8400177,8400526,146,Doetinchem,Roosendaal
8400179,8400526,110,Den Dolder,Roosendaal
8400180,8400526,23,Dordrecht,Roosendaal
8400182,8400526,105,Driebergen-Zeist,Roosendaal
8400194,8400526,87,Duivendrecht,Roosendaal
8400200,8400526,112,Ede-Wageningen,Roosendaal
8400206,8400526,72,Eindhoven,Roosendaal
8400207,8400526,103,Elst,Roosendaal
8400208,8400526,225,Emmen,Roosendaal
8400212,8400526,178,Enschede,Roosendaal
8400218,8400526,11,Etten-Leur,Roosendaal
8400244,8400526,72,Geldermalsen,Roosendaal
8400245,8400526,85,Geldrop,Roosendaal
8400256,8400526,60,Gorinchem,Roosendaal
8400258,8400526,68,Gouda,Roosendaal
8400263,8400526,222,Groningen,Roosendaal
8400280,8400526,61,Den Haag HS,Roosendaal
8400282,8400526,67,Den Haag Centraal,Roosendaal
8400285,8400526,100,Haarlem,Roosendaal
8400293,8400526,201,Hardenberg,Roosendaal
8400294,8400526,160,Harderwijk,Roosendaal
8400302,8400526,95,Heemstede-Aerdenhout,Roosendaal
8400305,8400526,208,Heerenveen,Roosendaal
8400306,8400526,134,Heerhugowaard,Roosendaal
8400307,8400526,161,Heerlen,Roosendaal
8400311,8400526,164,Den Helder,Roosendaal
8400313,8400526,92,Helmond,Roosendaal
8400316,8400526,167,Hengelo,Roosendaal
8400319,8400526,51,'s-Hertogenbosch,Roosendaal
8400322,8400526,104,Hilversum,Roosendaal
8400331,8400526,250,Hoogezand-Sappemeer,Roosendaal
8400337,8400526,121,Hoorn,Roosendaal
8400340,8400526,91,Houten,Roosendaal
8400355,8400526,175,Kerkrade Centrum,Roosendaal
8400364,8400526,102,Zaandijk Zaanse Schans,Roosendaal
8400380,8400526,66,Den Haag Laan v NOI,Roosendaal
8400382,8400526,18,Lage Zwaluwe,Roosendaal
8400387,8400526,224,Leeuwarden,Roosendaal
8400390,8400526,75,Leiden Centraal,Roosendaal
8400394,8400526,126,Lelystad Centrum,Roosendaal
8400417,8400526,111,Maarn,Roosendaal
8400424,8400526,152,Maastricht,Roosendaal
8400426,8400526,173,Maastricht Randwyck,Roosendaal
8400428,8400526,194,Mariënberg,Roosendaal
8400434,8400526,167,Meerssen,Roosendaal
8400435,8400526,184,Meppel,Roosendaal
8400452,8400526,109,Naarden-Bussum,Roosendaal
8400454,8400526,217,Nieuw Amsterdam,Roosendaal
8400457,8400526,282,Bad Nieuweschans,Roosendaal
8400470,8400526,84,Nijmegen,Roosendaal
8400487,8400526,187,Ommen,Roosendaal
8400495,8400526,68,Oss,Roosendaal
8400507,8400526,59,Rotterdam Alexander,Roosendaal
8400508,8400526,107,Purmerend,Roosendaal
8400517,8400526,131,Rhenen,Roosendaal
8400523,8400526,121,Roermond,Roosendaal
8400530,8400526,39,Rotterdam Centraal,Roosendaal
8400548,8400526,166,Landgraaf,Roosendaal
8400561,8400526,67,Schiphol Airport,Roosendaal
8400564,8400526,136,Sittard,Roosendaal
8400566,8400526,254,Sneek,Roosendaal
8400567,8400526,118,Soest,Roosendaal
8400578,8400526,194,Steenwijk,Roosendaal
8400596,8400526,87,Tiel,Roosendaal
8400597,8400526,35,Tilburg,Roosendaal
8400606,8400526,89,Utrecht Vaartsche Rijn,Roosendaal
8400615,8400526,117,Uitgeest,Roosendaal
8400620,8400526,92,Utrecht Overvecht,Roosendaal
8400621,8400526,79,Utrecht Centraal,Roosendaal
8400627,8400526,123,Veenendaal Centrum,Roosendaal
8400632,8400526,174,Valkenburg,Roosendaal
8400644,8400526,120,Venlo,Roosendaal
8400646,8400526,138,Venray,Roosendaal
8400652,8400526,47,Vlissingen,Roosendaal
8400684,8400526,103,Weert,Roosendaal
8400685,8400526,96,Weesp,Roosendaal
8400691,8400526,182,Wierden,Roosendaal
8400696,8400526,268,Winschoten,Roosendaal
8400698,8400526,163,Winterswijk,Roosendaal
8400702,8400526,89,Woerden,Roosendaal
8400731,8400526,94,Zaandam,Roosendaal
8400735,8400526,121,Zevenaar,Roosendaal
8400741,8400526,86,Zoetermeer,Roosendaal
8400742,8400526,257,Zuidbroek,Roosendaal
8400744,8400526,125,Zutphen,Roosendaal
8400747,8400526,160,Zwolle,Roosendaal
8400050,8400530,82,Alkmaar,Rotterdam Centraal
8400051,8400530,124,Almelo,Rotterdam Centraal
8400053,8400530,46,Alphen a/d Rijn,Rotterdam Centraal
8400055,8400530,58,Amersfoort,Rotterdam Centraal
8400057,8400530,56,Amsterdam Amstel,Rotterdam Centraal
8400058,8400530,41,Amsterdam Centraal,Rotterdam Centraal
8400059,8400530,36,Amsterdam Sloterdijk,Rotterdam Centraal
8400061,8400530,38,Amsterdam Zuid,Rotterdam Centraal
8400066,8400530,85,Apeldoorn,Rotterdam Centraal
8400071,8400530,83,Arnhem Centraal,Rotterdam Centraal
8400073,8400530,139,Assen,Rotterdam Centraal
8400074,8400530,48,Amsterdam Bijlmer ArenA,Rotterdam Centraal
8400080,8400530,55,Almere Centrum,Rotterdam Centraal
8400086,8400530,76,Baarn,Rotterdam Centraal
8400093,8400530,155,Emmen Zuid,Rotterdam Centraal
8400095,8400530,213,Veendam,Rotterdam Centraal
8400113,8400530,69,Beverwijk,Rotterdam Centraal
8400128,8400530,129,Boxmeer,Rotterdam Centraal
8400129,8400530,60,Boxtel,Rotterdam Centraal
8400131,8400530,23,Breda,Rotterdam Centraal
8400133,8400530,44,Breukelen,Rotterdam Centraal
8400139,8400530,188,Buitenpost,Rotterdam Centraal
8400151,8400530,74,Castricum,Rotterdam Centraal
8400153,8400530,143,Coevorden,Rotterdam Centraal
8400167,8400530,114,Dalfsen,Rotterdam Centraal
8400170,8400530,11,Delft,Rotterdam Centraal
8400173,8400530,97,Deventer,Rotterdam Centraal
8400176,8400530,106,Dieren,Rotterdam Centraal
8400177,8400530,123,Doetinchem,Rotterdam Centraal
8400179,8400530,58,Den Dolder,Rotterdam Centraal
8400180,8400530,15,Dordrecht,Rotterdam Centraal
8400182,8400530,58,Driebergen-Zeist,Rotterdam Centraal
8400194,8400530,46,Duivendrecht,Rotterdam Centraal
8400200,8400530,72,Ede-Wageningen,Rotterdam Centraal
8400206,8400530,62,Eindhoven,Rotterdam Centraal
8400207,8400530,100,Elst,Rotterdam Centraal
8400208,8400530,159,Emmen,Rotterdam Centraal
8400212,8400530,144,Enschede,Rotterdam Centraal
8400218,8400530,40,Etten-Leur,Rotterdam Centraal
8400244,8400530,73,Geldermalsen,Rotterdam Centraal
8400245,8400530,91,Geldrop,Rotterdam Centraal
8400256,8400530,44,Gorinchem,Rotterdam Centraal
8400258,8400530,18,Gouda,Rotterdam Centraal
8400263,8400530,156,Groningen,Rotterdam Centraal
8400280,8400530,19,Den Haag HS,Rotterdam Centraal
8400282,8400530,25,Den Haag Centraal,Rotterdam Centraal
8400285,8400530,56,Haarlem,Rotterdam Centraal
8400293,8400530,135,Hardenberg,Rotterdam Centraal
8400294,8400530,95,Harderwijk,Rotterdam Centraal
8400302,8400530,51,Heemstede-Aerdenhout,Rotterdam Centraal
8400305,8400530,142,Heerenveen,Rotterdam Centraal
8400306,8400530,93,Heerhugowaard,Rotterdam Centraal
8400307,8400530,144,Heerlen,Rotterdam Centraal
8400311,8400530,123,Den Helder,Rotterdam Centraal
8400313,8400530,75,Helmond,Rotterdam Centraal
8400316,8400530,136,Hengelo,Rotterdam Centraal
8400319,8400530,57,'s-Hertogenbosch,Rotterdam Centraal
8400322,8400530,60,Hilversum,Rotterdam Centraal
8400331,8400530,184,Hoogezand-Sappemeer,Rotterdam Centraal
8400337,8400530,74,Hoorn,Rotterdam Centraal
8400340,8400530,51,Houten,Rotterdam Centraal
8400355,8400530,158,Kerkrade Centrum,Rotterdam Centraal
8400364,8400530,55,Zaandijk Zaanse Schans,Rotterdam Centraal
8400380,8400530,24,Den Haag Laan v NOI,Rotterdam Centraal
8400382,8400530,34,Lage Zwaluwe,Rotterdam Centraal
8400387,8400530,158,Leeuwarden,Rotterdam Centraal
8400390,8400530,33,Leiden Centraal,Rotterdam Centraal
8400394,8400530,71,Lelystad Centrum,Rotterdam Centraal
8400417,8400530,70,Maarn,Rotterdam Centraal
8400424,8400530,135,Maastricht,Rotterdam Centraal
8400426,8400530,156,Maastricht Randwyck,Rotterdam Centraal
8400428,8400530,128,Mariënberg,Rotterdam Centraal
8400434,8400530,150,Meerssen,Rotterdam Centraal
8400435,8400530,118,Meppel,Rotterdam Centraal
8400452,8400530,68,Naarden-Bussum,Rotterdam Centraal
8400454,8400530,151,Nieuw Amsterdam,Rotterdam Centraal
8400457,8400530,216,Bad Nieuweschans,Rotterdam Centraal
8400470,8400530,90,Nijmegen,Rotterdam Centraal
8400487,8400530,121,Ommen,Rotterdam Centraal
8400495,8400530,74,Oss,Rotterdam Centraal
8400507,8400530,9,Rotterdam Alexander,Rotterdam Centraal
8400508,8400530,66,Purmerend,Rotterdam Centraal
8400517,8400530,93,Rhenen,Rotterdam Centraal
8400523,8400530,104,Roermond,Rotterdam Centraal
8400526,8400530,37,Roosendaal,Rotterdam Centraal
8400548,8400530,149,Landgraaf,Rotterdam Centraal
8400561,8400530,20,Schiphol Airport,Rotterdam Centraal
8400564,8400530,119,Sittard,Rotterdam Centraal
8400566,8400530,189,Sneek,Rotterdam Centraal
8400567,8400530,68,Soest,Rotterdam Centraal
8400578,8400530,128,Steenwijk,Rotterdam Centraal
8400596,8400530,93,Tiel,Rotterdam Centraal
8400597,8400530,37,Tilburg,Rotterdam Centraal
8400606,8400530,45,Utrecht Vaartsche Rijn,Rotterdam Centraal
8400615,8400530,66,Uitgeest,Rotterdam Centraal
8400620,8400530,48,Utrecht Overvecht,Rotterdam Centraal
8400621,8400530,37,Utrecht Centraal,Rotterdam Centraal
8400627,8400530,82,Veenendaal Centrum,Rotterdam Centraal
8400632,8400530,157,Valkenburg,Rotterdam Centraal
8400644,8400530,103,Venlo,Rotterdam Centraal
8400646,8400530,121,Venray,Rotterdam Centraal
8400652,8400530,88,Vlissingen,Rotterdam Centraal
8400684,8400530,90,Weert,Rotterdam Centraal
8400685,8400530,55,Weesp,Rotterdam Centraal
8400691,8400530,132,Wierden,Rotterdam Centraal
8400696,8400530,202,Winschoten,Rotterdam Centraal
8400698,8400530,155,Winterswijk,Rotterdam Centraal
8400702,8400530,36,Woerden,Rotterdam Centraal
8400731,8400530,53,Zaandam,Rotterdam Centraal
8400735,8400530,104,Zevenaar,Rotterdam Centraal
8400741,8400530,44,Zoetermeer,Rotterdam Centraal
8400742,8400530,191,Zuidbroek,Rotterdam Centraal
8400744,8400530,109,Zutphen,Rotterdam Centraal
8400747,8400530,95,Zwolle,Rotterdam Centraal
8400050,8400548,197,Alkmaar,Landgraaf
8400051,8400548,211,Almelo,Landgraaf
8400053,8400548,160,Alphen a/d Rijn,Landgraaf
8400055,8400548,154,Amersfoort,Landgraaf
8400057,8400548,143,Amsterdam Amstel,Landgraaf
8400058,8400548,151,Amsterdam Centraal,Landgraaf
8400059,8400548,162,Amsterdam Sloterdijk,Landgraaf
8400061,8400548,158,Amsterdam Zuid,Landgraaf
8400066,8400548,180,Apeldoorn,Landgraaf
8400071,8400548,144,Arnhem Centraal,Landgraaf
8400073,8400548,249,Assen,Landgraaf
8400074,8400548,146,Amsterdam Bijlmer ArenA,Landgraaf
8400080,8400548,175,Almere Centrum,Landgraaf
8400086,8400548,159,Baarn,Landgraaf
8400093,8400548,265,Emmen Zuid,Landgraaf
8400095,8400548,323,Veendam,Landgraaf
8400113,8400548,200,Beverwijk,Landgraaf
8400128,8400548,103,Boxmeer,Landgraaf
8400129,8400548,95,Boxtel,Landgraaf
8400131,8400548,125,Breda,Landgraaf
8400133,8400548,140,Breukelen,Landgraaf
8400139,8400548,298,Buitenpost,Landgraaf
8400151,8400548,189,Castricum,Landgraaf
8400153,8400548,253,Coevorden,Landgraaf
8400167,8400548,224,Dalfsen,Landgraaf
8400170,8400548,163,Delft,Landgraaf
8400173,8400548,182,Deventer,Landgraaf
8400176,8400548,158,Dieren,Landgraaf
8400177,8400548,187,Doetinchem,Landgraaf
8400179,8400548,154,Den Dolder,Landgraaf
8400180,8400548,164,Dordrecht,Landgraaf
8400182,8400548,149,Driebergen-Zeist,Landgraaf
8400194,8400548,166,Duivendrecht,Landgraaf
8400200,8400548,156,Ede-Wageningen,Landgraaf
8400206,8400548,69,Eindhoven,Landgraaf
8400207,8400548,144,Elst,Landgraaf
8400208,8400548,269,Emmen,Landgraaf
8400212,8400548,222,Enschede,Landgraaf
8400218,8400548,158,Etten-Leur,Landgraaf
8400244,8400548,116,Geldermalsen,Landgraaf
8400245,8400548,83,Geldrop,Landgraaf
8400256,8400548,158,Gorinchem,Landgraaf
8400258,8400548,153,Gouda,Landgraaf
8400263,8400548,266,Groningen,Landgraaf
8400280,8400548,171,Den Haag HS,Landgraaf
8400282,8400548,172,Den Haag Centraal,Landgraaf
8400285,8400548,172,Haarlem,Landgraaf
8400293,8400548,245,Hardenberg,Landgraaf
8400294,8400548,204,Harderwijk,Landgraaf
8400302,8400548,179,Heemstede-Aerdenhout,Landgraaf
8400305,8400548,252,Heerenveen,Landgraaf
8400306,8400548,208,Heerhugowaard,Landgraaf
8400307,8400548,4,Heerlen,Landgraaf
8400311,8400548,238,Den Helder,Landgraaf
8400313,8400548,93,Helmond,Landgraaf
8400316,8400548,211,Hengelo,Landgraaf
8400319,8400548,92,'s-Hertogenbosch,Landgraaf
8400322,8400548,148,Hilversum,Landgraaf
8400331,8400548,294,Hoogezand-Sappemeer,Landgraaf
8400337,8400548,187,Hoorn,Landgraaf
8400340,8400548,135,Houten,Landgraaf
8400355,8400548,7,Kerkrade Centrum,Landgraaf
8400364,8400548,179,Zaandijk Zaanse Schans,Landgraaf
8400380,8400548,185,Den Haag Laan v NOI,Landgraaf
8400382,8400548,155,Lage Zwaluwe,Landgraaf
8400387,8400548,268,Leeuwarden,Landgraaf
8400390,8400548,175,Leiden Centraal,Landgraaf
8400394,8400548,203,Lelystad Centrum,Landgraaf
8400417,8400548,155,Maarn,Landgraaf
8400424,8400548,28,Maastricht,Landgraaf
8400426,8400548,37,Maastricht Randwyck,Landgraaf
8400428,8400548,238,Mariënberg,Landgraaf
8400434,8400548,22,Meerssen,Landgraaf
8400435,8400548,228,Meppel,Landgraaf
8400452,8400548,155,Naarden-Bussum,Landgraaf
8400454,8400548,261,Nieuw Amsterdam,Landgraaf
8400457,8400548,326,Bad Nieuweschans,Landgraaf
8400470,8400548,126,Nijmegen,Landgraaf
8400487,8400548,231,Ommen,Landgraaf
8400495,8400548,112,Oss,Landgraaf
8400507,8400548,166,Rotterdam Alexander,Landgraaf
8400508,8400548,211,Purmerend,Landgraaf
8400517,8400548,175,Rhenen,Landgraaf
8400523,8400548,37,Roermond,Landgraaf
8400526,8400548,167,Roosendaal,Landgraaf
8400530,8400548,150,Rotterdam Centraal,Landgraaf
8400561,8400548,167,Schiphol Airport,Landgraaf
8400564,8400548,21,Sittard,Landgraaf
8400566,8400548,301,Sneek,Landgraaf
8400567,8400548,162,Soest,Landgraaf
8400578,8400548,238,Steenwijk,Landgraaf
8400596,8400548,131,Tiel,Landgraaf
8400597,8400548,110,Tilburg,Landgraaf
8400606,8400548,133,Utrecht Vaartsche Rijn,Landgraaf
8400615,8400548,194,Uitgeest,Landgraaf
8400620,8400548,136,Utrecht Overvecht,Landgraaf
8400621,8400548,123,Utrecht Centraal,Landgraaf
8400627,8400548,167,Veenendaal Centrum,Landgraaf
8400632,8400548,16,Valkenburg,Landgraaf
8400644,8400548,71,Venlo,Landgraaf
8400646,8400548,89,Venray,Landgraaf
8400652,8400548,232,Vlissingen,Landgraaf
8400684,8400548,52,Weert,Landgraaf
8400685,8400548,168,Weesp,Landgraaf
8400691,8400548,225,Wierden,Landgraaf
8400696,8400548,312,Winschoten,Landgraaf
8400698,8400548,207,Winterswijk,Landgraaf
8400702,8400548,142,Woerden,Landgraaf
8400731,8400548,173,Zaandam,Landgraaf
8400735,8400548,162,Zevenaar,Landgraaf
8400741,8400548,172,Zoetermeer,Landgraaf
8400742,8400548,301,Zuidbroek,Landgraaf
8400744,8400548,169,Zutphen,Landgraaf
8400747,8400548,204,Zwolle,Landgraaf
8400050,8400561,47,Alkmaar,Schiphol Airport
8400051,8400561,107,Almelo,Schiphol Airport
8400053,8400561,38,Alphen a/d Rijn,Schiphol Airport
8400055,8400561,42,Amersfoort,Schiphol Airport
8400057,8400561,23,Amsterdam Amstel,Schiphol Airport
8400058,8400561,13,Amsterdam Centraal,Schiphol Airport
8400059,8400561,10,Amsterdam Sloterdijk,Schiphol Airport
8400061,8400561,6,Amsterdam Zuid,Schiphol Airport
8400066,8400561,69,Apeldoorn,Schiphol Airport
8400071,8400561,69,Arnhem Centraal,Schiphol Airport
